100-a,7.116515636444092,11.292219400405884,25.729536771774292
100-b,7.131101846694946,11.318727731704712,30.69964075088501
100-c,7.261179685592651,11.381874322891235,25.928071975708008
500-a,7.054455757141113,11.248135089874268,26.839190006256104
500-b,7.018333435058594,11.241936206817627,25.545745134353638
500-c,7.0440123081207275,11.219772100448608,26.16765022277832
500-d,7.072200298309326,11.249411821365356,25.916277408599854
1000-a,7.145699739456177,11.368618726730347,31.09220600128174
1000-b,7.053415775299072,11.584943056106567,26.226202726364136
1000-c,7.187053442001343,11.282488584518433,25.720192432403564
1000-d,7.143041610717773,11.26337742805481,26.624806880950928
5000-a,7.442073583602905,12.008222341537476,26.717536687850952
5000-b,7.44096302986145,11.893057584762573,26.499500513076782
5000-c,7.434709072113037,12.124497890472412,26.418156385421753
5000-d,7.551517963409424,11.827778100967407,26.38075017929077
10000-a,7.735170125961304,11.678040981292725,31.63166856765747
10000-b,7.279513835906982,11.608741521835327,31.467770099639893
10000-c,7.348878383636475,11.674835920333862,25.93319797515869
10000-d,7.286541938781738,11.836090564727783,26.35681438446045
50000-a,7.835291624069214,13.165614366531372,16.786978721618652
50000-b,7.83184552192688,13.107961177825928,16.235062837600708
50000-c,7.907810688018799,13.220183610916138,16.287391662597656
50000-d,7.805292367935181,13.15662693977356,30.062703609466553
