100-a,5.213412761688232,5.109584093093872,9.02405571937561
100-b,5.1385674476623535,5.279547452926636,10.04607105255127
100-c,5.129988431930542,5.152636289596558,10.082841157913208
500-a,5.213819265365601,5.298811674118042,9.017243385314941
500-b,5.184381723403931,5.218523025512695,10.071464776992798
500-c,5.173567771911621,5.226980447769165,9.035844087600708
500-d,5.164398193359375,5.174914598464966,9.015068292617798
1000-a,5.24280858039856,5.167521715164185,11.196223974227905
1000-b,5.117263555526733,5.165211915969849,10.044703006744385
1000-c,5.234745740890503,5.1428749561309814,9.068014860153198
1000-d,5.19411826133728,5.2360780239105225,9.013434886932373
5000-a,5.1808083057403564,5.193244695663452,10.155102014541626
5000-b,5.201234579086304,5.255496978759766,10.133820056915283
5000-c,5.185892105102539,5.115848064422607,10.111531496047974
5000-d,5.1001904010772705,5.173694610595703,10.144646406173706
10000-a,5.268851280212402,5.155197620391846,11.484938383102417
10000-b,5.204280614852905,5.230685710906982,11.510383129119873
10000-c,5.1299848556518555,5.1417951583862305,10.3930504322052
10000-d,5.188513517379761,5.202236890792847,10.377074241638184
50000-a,6.2860107421875,6.326961994171143,25.147345542907715
50000-b,6.264371156692505,6.253555774688721,25.48209857940674
50000-c,6.220412731170654,6.2010791301727295,26.901533365249634
50000-d,6.2962706089019775,6.203441143035889,26.642246961593628
