100-a,1.108780860900879,1.286170482635498,2.4063830375671387
100-b,1.069054126739502,1.3186841011047363,2.3267428874969482
100-c,1.0469145774841309,1.3498709201812744,2.3803229331970215
500-a,1.1420505046844482,1.1886394023895264,2.438236951828003
500-b,1.0128929615020752,1.252983570098877,2.356325626373291
500-c,1.0844814777374268,1.3271222114562988,2.413271903991699
500-d,1.101391315460205,1.2878687381744385,2.4822068214416504
1000-a,1.1232647895812988,1.3376262187957764,2.361088991165161
1000-b,1.1080732345581055,1.3446857929229736,2.38138747215271
1000-c,1.1040849685668945,1.2725753784179688,2.4098217487335205
1000-d,1.0310561656951904,1.3233532905578613,2.4128663539886475
5000-a,1.132624864578247,1.374284029006958,2.474881887435913
5000-b,1.181199550628662,1.3308286666870117,2.443005323410034
5000-c,1.1181530952453613,1.1658880710601807,2.513948440551758
5000-d,1.1697111129760742,1.39054536819458,2.528480052947998
10000-a,1.138047218322754,1.3027241230010986,2.3852522373199463
10000-b,1.1896345615386963,1.4050416946411133,2.333198308944702
10000-c,0.9646203517913818,1.3541841506958008,2.4543111324310303
10000-d,1.1060755252838135,1.3136703968048096,2.484980821609497
50000-a,1.2138972282409668,1.5256133079528809,2.713003635406494
50000-b,1.2167229652404785,1.5017664432525635,2.585045099258423
50000-c,1.2278435230255127,1.484644889831543,2.7026844024658203
50000-d,1.214881420135498,1.4940593242645264,2.5986056327819824
