100-a,3.5984947681427,3.5926055908203125,9.487701654434204
100-b,3.567695379257202,3.772763967514038,9.486311674118042
100-c,3.7060658931732178,3.685987949371338,9.398518562316895
500-a,3.6132900714874268,3.6272964477539062,9.415056943893433
500-b,3.6793830394744873,3.618361711502075,9.50645923614502
500-c,3.676346778869629,3.6019680500030518,9.463578701019287
500-d,3.5387275218963623,3.69452166557312,9.419361591339111
1000-a,3.6258935928344727,3.588596820831299,9.529069423675537
1000-b,3.6022844314575195,3.7132158279418945,9.358162641525269
1000-c,3.622950315475464,3.6931676864624023,9.409770011901855
1000-d,3.634322166442871,3.6692066192626953,9.416453123092651
5000-a,3.5914907455444336,3.634385824203491,9.585522413253784
5000-b,3.580387830734253,3.7832469940185547,9.575823068618774
5000-c,3.597785711288452,3.7134475708007812,9.510637521743774
5000-d,3.567064046859741,3.768394708633423,9.473897218704224
10000-a,3.9601216316223145,3.6641640663146973,9.753965139389038
10000-b,3.6353342533111572,3.6150753498077393,9.82274866104126
10000-c,3.7956957817077637,3.6554009914398193,9.797325372695923
10000-d,3.6550064086914062,3.641409397125244,9.752907991409302
50000-a,3.7699673175811768,3.7886600494384766,27.739259004592896
50000-b,3.679239273071289,3.7242543697357178,29.13264513015747
50000-c,3.62855863571167,3.713099956512451,29.220632314682007
50000-d,3.715461015701294,3.7839996814727783,30.7074875831604
